LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
L7Y9ZNW9J0,27,30036,29766,715,24,4,11.6,48,0.25,High School,Self-employed,Divorced,No,Yes,Business,No,1
GX7Q68JJUJ,54,96448,45473,527,79,4,19.4,12,0.69,Bachelor's,Full-time,Married,No,Yes,Home,Yes,1
28X85VX8U0,26,19735,162941,443,12,1,7.78,12,0.11,Bachelor's,Unemployed,Married,Yes,Yes,Home,No,1
X5XIL1Z810,69,134457,52138,401,7,4,12.19,12,0.63,Bachelor's,Unemployed,Divorced,Yes,No,Home,Yes,0
52Z7EVS3T1,37,41477,73498,460,84,1,20.8,12,0.46,High School,Self-employed,Divorced,No,No,Auto,Yes,0
6XFHO25EO2,59,92724,105823,802,16,1,22.91,24,0.88,High School,Full-time,Single,Yes,Yes,Home,No,0
DUERVYATQ2,65,72609,155440,336,99,1,2.56,48,0.2,PhD,Self-employed,Married,No,Yes,Education,Yes,0
ND03H51TRT,46,81153,64710,773,100,3,7.2,24,0.86,Master's,Full-time,Divorced,No,Yes,Auto,Yes,0
STWKHAB71L,25,86754,134913,817,113,3,18.93,12,0.78,PhD,Self-employed,Single,Yes,No,Business,No,0
I8O02UZQOU,51,147481,22429,301,91,4,19.66,24,0.54,PhD,Unemployed,Married,Yes,Yes,Home,No,0
4NXLPV5YBR,65,16647,27792,590,4,1,8.57,48,0.54,High School,Full-time,Divorced,No,Yes,Other,No,0
XBPE70QDWP,52,83632,15901,717,88,1,5.43,60,0.26,Bachelor's,Unemployed,Married,No,No,Auto,No,0
C2ORK13Q6I,38,55889,202881,447,114,2,19.0,36,0.87,High School,Part-time,Divorced,Yes,No,Auto,No,0
J4GGOSZROM,58,17519,154427,589,26,3,13.41,36,0.22,PhD,Self-employed,Single,Yes,No,Other,Yes,0
GZ0K97JDEC,32,131460,172696,338,77,2,18.96,48,0.73,PhD,Self-employed,Single,No,Yes,Other,Yes,1
DW5CA2X067,40,72560,68599,716,5,1,11.66,36,0.82,Master's,Unemployed,Single,No,No,Business,Yes,0
M7JNV0LPOB,27,93469,31254,708,115,2,12.03,36,0.71,High School,Part-time,Single,Yes,Yes,Other,No,0
B7UYK370GV,27,68314,52041,683,19,4,22.1,12,0.59,High School,Self-employed,Married,Yes,Yes,Home,Yes,0
37KV044KDM,31,93829,84885,379,78,3,2.33,36,0.38,PhD,Unemployed,Single,Yes,No,Other,No,0
OXANX2V4W9,21,147790,154275,503,15,4,8.29,36,0.21,High School,Self-employed,Single,No,Yes,Business,Yes,0
6WSFR2JQ5U,42,113140,43436,312,13,3,2.94,36,0.25,Bachelor's,Part-time,Single,No,No,Home,Yes,0
QZURCZ9835,37,30736,57668,446,52,2,20.84,36,0.34,PhD,Part-time,Single,Yes,Yes,Education,Yes,0
8EJQ00N97O,42,90115,169310,570,109,1,10.79,24,0.37,Bachelor's,Self-employed,Single,Yes,No,Education,No,0
CBNXXLKE3C,32,130620,176410,366,35,4,10.27,24,0.17,Master's,Full-time,Single,No,Yes,Auto,No,0
2T5XS31AZI,48,136581,237647,712,82,3,13.02,60,0.57,Bachelor's,Part-time,Single,Yes,No,Other,Yes,0
8XN63HWRDR,22,138680,62811,690,102,4,7.73,36,0.37,PhD,Unemployed,Divorced,Yes,Yes,Auto,Yes,0
4J7IDGD0CH,23,74488,161552,515,26,3,7.7,12,0.51,Bachelor's,Self-employed,Divorced,Yes,Yes,Home,Yes,0
TW5HJSJUU4,32,138852,90192,318,17,2,22.97,60,0.32,PhD,Unemployed,Single,No,Yes,Auto,Yes,1
U0CAFY0DWO,31,145469,7291,624,103,1,15.42,12,0.65,Bachelor's,Part-time,Divorced,Yes,No,Home,No,0
NSO1KW8SYS,49,113223,89890,739,109,2,22.78,12,0.72,High School,Part-time,Married,No,No,Home,No,0
FC80E50NCF,21,40074,14923,485,66,3,2.18,48,0.2,Master's,Self-employed,Single,No,No,Other,Yes,0
1PFL9K9OP2,52,122394,132817,839,35,2,15.11,48,0.66,PhD,Part-time,Divorced,Yes,No,Home,Yes,0
G2YF7IIS2Y,51,43509,68235,320,115,1,8.77,24,0.56,High School,Self-employed,Divorced,No,No,Other,No,0
63QTQZLJCK,52,16757,165221,608,50,2,7.21,60,0.38,PhD,Full-time,Divorced,No,Yes,Auto,Yes,0
413HUL9CCX,30,96318,98053,527,40,2,16.84,12,0.75,PhD,Self-employed,Married,No,No,Education,Yes,0
Z49KF9VS3P,61,100607,106302,718,73,2,10.4,36,0.43,Master's,Full-time,Married,Yes,No,Auto,No,0
XFDZ3X3LRZ,48,115272,146660,421,28,3,18.19,36,0.82,High School,Full-time,Divorced,No,No,Home,No,0
TJ9NTIZRDW,30,127724,34471,393,74,1,18.91,12,0.69,Master's,Unemployed,Divorced,No,Yes,Education,No,0
QAVRMZPV9M,55,106617,131402,715,7,4,23.92,36,0.83,Master's,Part-time,Married,Yes,Yes,Business,Yes,0
9HUFSK904O,64,149759,48946,371,18,2,7.07,24,0.74,Bachelor's,Full-time,Married,No,No,Other,No,0
U3RG59S64N,44,128522,169601,336,23,2,9.59,36,0.68,PhD,Unemployed,Married,No,No,Business,No,0
2ZBD1AIG9T,27,61654,208730,815,4,3,16.32,48,0.79,Bachelor's,Full-time,Married,Yes,No,Other,No,1
YWXEQA66W8,61,46657,56203,440,19,1,4.41,48,0.14,Master's,Self-employed,Married,Yes,No,Business,No,0
1BN3107JO7,36,27312,136879,532,35,3,9.25,36,0.62,Master's,Unemployed,Single,No,No,Home,Yes,0
BD037N2SIB,36,37769,5663,530,94,3,2.91,36,0.57,PhD,Unemployed,Single,No,Yes,Other,Yes,0
2K5THR63SW,32,102928,135700,712,44,3,7.19,12,0.33,Bachelor's,Full-time,Married,Yes,Yes,Business,Yes,0
5K1RO4FWMV,47,83640,24384,428,45,1,5.44,36,0.21,Master's,Part-time,Married,Yes,Yes,Home,Yes,0
DBASWOAAFW,66,37882,118289,772,22,4,10.46,12,0.23,High School,Full-time,Married,No,Yes,Business,No,0
MWSPTGPPAW,56,30177,181039,419,119,3,2.66,12,0.29,High School,Self-employed,Married,Yes,Yes,Auto,No,0
S0K55OYNMD,48,16435,231728,598,90,1,12.45,12,0.77,High School,Self-employed,Married,Yes,No,Education,No,0
TBGAZZQYZ5,25,25737,20855,819,56,2,24.64,12,0.68,Master's,Unemployed,Divorced,Yes,Yes,Education,No,0
CY39TLB85Q,41,86372,172139,633,26,3,9.63,48,0.32,Master's,Self-employed,Divorced,Yes,Yes,Education,No,0
0NZ18GQPGT,22,44356,193429,712,110,1,13.93,24,0.78,Master's,Unemployed,Married,Yes,No,Education,Yes,0
6X2KW783PW,33,36357,73938,409,98,3,3.0,24,0.8,Bachelor's,Self-employed,Married,Yes,Yes,Home,Yes,0
1JPTCCB3CR,55,39972,32018,548,9,4,7.4,12,0.27,High School,Part-time,Single,No,No,Business,Yes,0
KERFYTP08E,43,64509,245649,405,112,1,4.8,60,0.51,Bachelor's,Full-time,Single,Yes,No,Auto,No,0
1OUUB5KKQL,23,84226,11489,374,45,4,14.77,48,0.31,Bachelor's,Full-time,Married,No,No,Other,No,0
OI1LV3O12N,62,82548,238054,607,14,1,4.89,24,0.5,High School,Full-time,Single,No,No,Home,Yes,0
JDL7C8X4F3,38,135772,30600,539,113,1,19.01,12,0.18,PhD,Part-time,Single,No,Yes,Education,No,0
XMD16TQ352,24,60308,85523,831,24,4,21.65,48,0.37,Bachelor's,Unemployed,Divorced,No,Yes,Other,No,1
BNI83IBZVR,47,71345,94138,507,71,3,15.97,24,0.22,Bachelor's,Full-time,Married,No,Yes,Home,Yes,0
9TA4JKG8T3,35,94109,35722,848,113,4,18.48,36,0.27,High School,Unemployed,Married,No,No,Other,No,0
92I79219CJ,57,92682,31327,792,18,3,6.18,48,0.56,Bachelor's,Self-employed,Divorced,Yes,Yes,Home,No,0
VQN0D6BTBL,64,52319,121375,700,30,3,13.52,24,0.14,Bachelor's,Part-time,Single,No,Yes,Home,Yes,0
MX1E3NHM0X,68,55256,78129,725,81,3,12.74,36,0.75,Bachelor's,Part-time,Married,Yes,Yes,Business,No,0
GGALMKJUSR,48,90754,5902,462,91,2,10.46,60,0.8,Master's,Part-time,Married,No,No,Home,Yes,0
WD6L6YMZMN,20,122136,188807,770,98,3,4.08,60,0.82,High School,Full-time,Single,No,No,Home,Yes,1
F1LX7A7GH2,53,80830,208584,542,81,1,21.94,36,0.28,High School,Self-employed,Married,Yes,No,Education,Yes,0
6EAQ7S0H8T,44,88466,231705,769,17,1,22.33,60,0.13,PhD,Full-time,Divorced,Yes,Yes,Auto,No,0
Z0FGJVCXYF,48,76399,114701,659,98,3,18.05,24,0.81,Master's,Part-time,Divorced,No,Yes,Business,Yes,1
450DRWT5BA,64,85832,112447,657,26,1,23.18,60,0.3,PhD,Part-time,Single,Yes,No,Business,No,0
1MH6361CBP,55,49738,23764,333,96,1,20.9,36,0.59,High School,Full-time,Married,Yes,Yes,Home,Yes,0
1BQRG51CBL,46,96816,75075,605,47,3,4.68,12,0.32,High School,Part-time,Single,No,No,Business,Yes,0
70R3496SCW,20,113308,191291,413,2,1,6.23,36,0.33,Master's,Full-time,Single,No,No,Education,No,1
UYZPHL31W8,31,143112,211857,396,46,1,6.31,12,0.81,PhD,Self-employed,Married,Yes,No,Other,Yes,0
GNHVL3NHSZ,47,35057,240750,509,42,4,9.88,12,0.9,Bachelor's,Part-time,Married,No,Yes,Home,No,1
LR5Y50AMUA,46,149700,53035,620,3,4,13.53,48,0.28,Bachelor's,Self-employed,Single,No,No,Business,No,0
P5NW9YHP6R,55,61401,241972,579,33,3,14.31,12,0.82,Master's,Full-time,Married,Yes,Yes,Home,Yes,0
N56HP2I6NN,59,59975,79638,527,72,2,11.29,12,0.35,Bachelor's,Self-employed,Divorced,Yes,No,Education,No,0
TYM3WSCFQC,48,107424,106301,354,12,4,13.67,24,0.42,Master's,Unemployed,Single,Yes,Yes,Auto,Yes,0
MIJEUB55VS,40,93737,232095,582,76,3,15.36,36,0.43,PhD,Part-time,Divorced,No,No,Auto,Yes,0
6LHXMKTJ2A,20,79549,236952,542,66,1,15.31,48,0.88,PhD,Self-employed,Divorced,Yes,Yes,Education,No,1
O9ECERT83A,29,19262,67131,434,31,2,10.21,48,0.88,PhD,Unemployed,Married,Yes,Yes,Home,Yes,0
BHOB3SNE3G,38,103328,139112,372,30,2,5.83,12,0.72,High School,Part-time,Divorced,No,Yes,Education,No,0
634KJ1A2X9,46,68561,163358,796,89,2,18.28,48,0.3,High School,Full-time,Married,Yes,Yes,Other,No,0
GEW4MQK47A,46,41931,55067,326,25,2,15.23,48,0.2,PhD,Part-time,Single,No,No,Home,No,0
0M85220UYT,40,58791,10650,724,61,4,18.78,48,0.24,PhD,Self-employed,Married,Yes,No,Home,No,0
PT7OEMCRS4,23,21023,40758,783,56,2,11.56,60,0.31,PhD,Self-employed,Divorced,Yes,Yes,Home,No,0
CEAX6MS397,47,143596,246259,780,25,1,18.91,36,0.36,PhD,Self-employed,Married,No,No,Business,No,0
3G4I4W443M,24,132253,144955,717,117,1,19.53,24,0.26,Bachelor's,Part-time,Married,No,Yes,Education,Yes,0
TV43BGY2I0,45,54186,5498,637,90,4,6.06,12,0.69,Bachelor's,Unemployed,Divorced,No,No,Home,No,0
U036E5N1A1,33,125862,217250,301,52,2,15.43,24,0.71,Master's,Part-time,Married,No,Yes,Education,No,1
MH3901UHME,57,89627,35761,630,28,2,9.38,36,0.86,Bachelor's,Unemployed,Divorced,No,No,Education,Yes,0
OJGA4TPVGD,19,39114,201046,651,83,4,9.48,60,0.34,High School,Self-employed,Divorced,Yes,No,Business,Yes,0
T2CMBNAUKE,63,63487,187951,566,83,4,11.31,60,0.61,High School,Full-time,Single,Yes,Yes,Home,No,0
F70X9WOREQ,52,81474,145640,595,42,3,23.12,36,0.55,PhD,Full-time,Married,No,No,Auto,Yes,0
QAR5TI4U2N,65,112011,96702,553,34,4,24.98,48,0.29,Bachelor's,Full-time,Married,No,No,Education,No,0
G3GFFPNGU3,46,36766,89037,823,43,3,24.99,12,0.26,Bachelor's,Self-employed,Single,No,Yes,Home,No,0
02P1BL85NV,62,58977,84033,575,69,2,9.2,48,0.85,PhD,Part-time,Single,No,Yes,Other,Yes,0
3QXYP8XKF4,44,111939,194489,706,62,4,21.49,24,0.73,High School,Unemployed,Married,No,Yes,Business,Yes,0
G6F7DTX59A,53,93697,207719,498,113,1,4.18,60,0.78,High School,Unemployed,Divorced,No,No,Education,Yes,0
HB7XLZIGM7,44,100794,10142,786,98,2,3.19,24,0.49,Master's,Full-time,Single,No,Yes,Auto,Yes,0
ALJGKO7TEM,35,148900,36357,675,33,3,22.02,36,0.32,PhD,Full-time,Divorced,No,Yes,Home,Yes,0
AAODZ2L1VE,58,85253,239869,350,31,3,5.14,12,0.64,Bachelor's,Part-time,Single,Yes,Yes,Education,No,0
8078XG9MI1,68,114250,165734,320,57,2,14.0,48,0.68,Master's,Part-time,Divorced,Yes,Yes,Auto,Yes,0
1ZZVWYWZIV,36,116818,138888,670,104,1,22.17,60,0.12,Master's,Unemployed,Single,Yes,Yes,Auto,Yes,0
CMVDRZ7XYL,25,72223,227169,631,93,3,24.75,24,0.73,Bachelor's,Self-employed,Married,No,No,Business,No,0
N2F3NYBP82,59,76341,216462,764,55,1,2.74,48,0.73,High School,Self-employed,Single,Yes,No,Business,Yes,0
NF6PZ0QS2S,55,79017,108253,375,79,3,22.02,60,0.25,Master's,Unemployed,Married,No,Yes,Home,No,0
W509DI4BLN,46,28856,100506,437,84,1,19.11,48,0.19,High School,Unemployed,Single,No,Yes,Business,No,1
EF1XK37TL9,41,65551,207932,354,82,4,18.06,36,0.46,High School,Unemployed,Divorced,No,Yes,Education,Yes,0
OZEGCUUD81,39,105267,98151,348,102,3,20.01,60,0.51,Bachelor's,Full-time,Divorced,No,No,Auto,No,0
TAH7XTCG5Q,65,115548,228374,460,105,2,22.29,12,0.89,PhD,Part-time,Divorced,No,No,Education,No,0
P4SBX6BYB8,21,72669,112211,514,64,1,20.42,24,0.62,Bachelor's,Unemployed,Married,No,Yes,Education,Yes,0
9XSLHWJWTE,19,40840,234170,843,110,4,14.28,24,0.53,PhD,Unemployed,Single,No,Yes,Other,Yes,0
3QJSJ1ONHD,22,148729,166121,637,72,1,4.18,12,0.38,Master's,Part-time,Married,No,Yes,Home,Yes,0
9C13QT5O19,31,107577,121089,385,81,2,14.86,24,0.84,Bachelor's,Full-time,Divorced,Yes,No,Business,Yes,0
HPOVKXQWH8,33,53598,136102,380,2,3,12.83,60,0.36,Master's,Full-time,Married,No,No,Education,No,0
ZHM7S6S8DM,40,133794,55415,428,6,4,6.38,48,0.37,PhD,Unemployed,Single,No,Yes,Home,Yes,0
NDVNKGODXH,56,131411,246653,643,52,1,21.27,12,0.5,Master's,Part-time,Married,No,Yes,Business,No,0
KS3F78BV9S,48,145327,100407,307,32,2,14.51,24,0.66,High School,Self-employed,Married,Yes,Yes,Business,No,0
FXH344XVUB,56,88660,24868,786,28,1,9.29,36,0.42,PhD,Self-employed,Married,No,Yes,Education,Yes,0
H4E8DUTHWT,42,48298,110078,601,66,2,14.27,48,0.78,Bachelor's,Part-time,Divorced,Yes,No,Education,No,0
XTDSY5TBQD,32,96931,151017,757,49,4,13.03,36,0.81,Bachelor's,Unemployed,Single,No,Yes,Home,Yes,0
QEAUWSNWX5,55,55225,147375,542,50,1,13.14,12,0.82,PhD,Full-time,Married,No,No,Other,No,0
SD2XJJZLWU,27,127585,65038,605,26,2,18.0,48,0.23,Bachelor's,Part-time,Single,No,Yes,Auto,Yes,1
T18OD5NQ3G,67,50595,56849,823,109,2,13.36,60,0.52,Bachelor's,Unemployed,Single,Yes,No,Other,No,0
2NZ0JXG859,32,133434,188080,690,110,3,2.46,36,0.42,Bachelor's,Part-time,Single,No,No,Other,Yes,0
PLUZSJ69LB,24,139635,87335,343,30,4,23.07,12,0.47,PhD,Full-time,Married,Yes,Yes,Auto,Yes,0
6HE5HM8PGZ,56,137974,30690,374,49,1,2.34,24,0.86,PhD,Part-time,Divorced,Yes,No,Auto,Yes,0
8PN6B14V6A,34,113567,187860,752,56,3,3.64,60,0.85,Master's,Self-employed,Single,Yes,Yes,Auto,No,0
XSG70GY0R2,40,29323,69892,390,39,2,11.87,48,0.59,Master's,Part-time,Single,No,Yes,Home,Yes,1
34X4T5UY0A,24,135968,211760,365,79,4,11.64,12,0.12,Bachelor's,Self-employed,Married,Yes,No,Education,No,0
D6ONVRIWQO,60,116370,113783,539,111,1,19.81,36,0.71,Master's,Part-time,Married,No,Yes,Education,No,0
QEBX8ULMMM,31,75933,217799,470,78,2,18.26,12,0.82,Bachelor's,Unemployed,Single,No,Yes,Home,Yes,0
PTLDJ4Y30V,36,116859,234320,677,13,4,21.83,12,0.57,Bachelor's,Self-employed,Married,Yes,Yes,Education,Yes,0
YYPDJCC7JP,58,104089,110609,330,109,3,8.15,48,0.65,Bachelor's,Unemployed,Divorced,No,Yes,Home,Yes,0
QQYQIE7R6W,41,17127,104822,744,75,1,3.32,24,0.85,PhD,Self-employed,Divorced,No,No,Education,Yes,0
FVI7Y1IVBF,61,85383,98217,669,46,2,11.02,24,0.69,Bachelor's,Part-time,Single,No,No,Business,No,0
U8WOCSZKOT,18,69494,90204,704,105,2,6.77,48,0.33,Bachelor's,Full-time,Single,No,Yes,Business,No,0
JFY1P0LHM2,60,114544,7637,427,39,3,19.6,36,0.15,Bachelor's,Part-time,Single,No,No,Other,Yes,0
XG5WPXX0TY,24,105732,33013,400,58,3,15.64,36,0.48,High School,Full-time,Married,Yes,Yes,Auto,Yes,0
KPDMAZIW1X,66,149481,139584,572,101,3,9.43,36,0.3,PhD,Full-time,Married,No,No,Other,Yes,0
CDIBVQE9LS,45,91699,56851,566,0,1,15.96,48,0.4,High School,Self-employed,Divorced,No,Yes,Business,Yes,0
EW0KIV4XPI,38,49729,166500,346,105,4,7.55,48,0.86,Bachelor's,Unemployed,Divorced,No,Yes,Home,Yes,0
HEMKEBHBV6,67,142179,166131,426,65,4,15.89,12,0.14,PhD,Full-time,Divorced,No,No,Business,No,0
PE3JMAJFY0,56,113690,81611,585,80,4,15.97,24,0.76,PhD,Part-time,Divorced,No,No,Other,Yes,0
ND13A9DNCG,34,45698,184335,421,13,4,21.97,24,0.22,Master's,Unemployed,Married,Yes,Yes,Other,No,0
HX0T8QEFEY,62,52620,213389,695,61,4,12.72,24,0.21,Master's,Full-time,Single,No,No,Auto,Yes,0
VE89UBY4I3,24,22739,48300,479,99,4,16.24,24,0.66,Bachelor's,Full-time,Single,Yes,No,Auto,Yes,1
8F4FVL332M,31,85789,56185,526,43,1,8.79,36,0.45,Master's,Self-employed,Married,Yes,Yes,Auto,No,0
4Y8K2YOEBR,26,46076,112684,812,108,1,2.69,24,0.26,High School,Unemployed,Married,No,No,Auto,No,0
LQPN5AJSXK,39,97121,216619,627,92,1,5.88,60,0.74,Master's,Unemployed,Married,Yes,Yes,Auto,Yes,0
JLDR1ZZJR1,27,89111,143588,663,42,3,17.21,48,0.22,Bachelor's,Part-time,Divorced,Yes,No,Home,No,0
ICM3OSYC69,56,119306,165790,672,10,2,2.94,48,0.89,High School,Unemployed,Single,Yes,No,Auto,Yes,0
X7OOHXW4YH,67,145055,210574,742,108,2,13.71,48,0.85,High School,Full-time,Divorced,No,Yes,Business,Yes,0
TE3C2KCTJR,60,106260,129454,756,72,4,10.2,48,0.57,Master's,Part-time,Divorced,No,No,Business,No,0
ITH2G4VEIQ,22,67376,203413,332,60,1,17.02,36,0.55,High School,Self-employed,Divorced,No,Yes,Business,Yes,0
H899QDFZF3,22,15065,6738,555,55,1,8.99,48,0.28,Master's,Part-time,Single,No,Yes,Business,Yes,0
SJOY8PGG13,53,83613,141185,624,18,3,2.08,36,0.37,Bachelor's,Part-time,Single,Yes,Yes,Business,Yes,0
7UEW0T6KH8,50,147768,221183,838,12,3,23.88,24,0.15,Bachelor's,Unemployed,Married,No,Yes,Business,No,0
FUANCMYA3A,59,103689,239740,497,29,1,4.69,24,0.79,PhD,Unemployed,Single,Yes,No,Auto,No,0
TXDEUON9NX,31,48097,86976,380,46,3,17.96,36,0.14,Master's,Unemployed,Divorced,No,Yes,Education,Yes,0
J6KSFYRVXK,57,25944,121901,694,96,1,23.9,36,0.2,Master's,Unemployed,Divorced,No,No,Home,Yes,0
FZFPN5W2AC,66,147731,141442,655,59,3,7.56,36,0.47,Master's,Part-time,Single,Yes,No,Home,Yes,0
3C0EXY9NS5,62,90476,53093,659,32,4,18.81,12,0.19,Bachelor's,Part-time,Married,No,No,Auto,No,1
BOYVG6316H,43,21595,249438,343,53,1,7.23,48,0.58,Bachelor's,Full-time,Single,No,No,Home,Yes,0
LA2QJ08SLM,28,108436,44211,477,10,3,3.86,48,0.28,Master's,Unemployed,Single,No,Yes,Auto,No,0
P48UFCKUIX,20,107669,124486,736,0,3,6.83,24,0.41,High School,Unemployed,Married,No,Yes,Home,Yes,0
X2DNCK494R,67,134565,50160,845,6,3,8.8,60,0.35,Master's,Part-time,Married,Yes,No,Home,Yes,0
XPTPQZO2NT,62,107867,172727,489,81,1,19.79,12,0.26,PhD,Unemployed,Single,No,Yes,Auto,No,0
Z2FF2K1LR6,38,57457,149730,480,106,2,19.15,24,0.39,High School,Unemployed,Divorced,No,No,Other,No,1
87I3GKS1EG,51,143150,239675,413,60,4,23.08,48,0.7,High School,Full-time,Single,Yes,Yes,Auto,Yes,0
M9C7RIH663,44,128741,96862,665,1,1,11.13,24,0.14,Master's,Part-time,Single,Yes,Yes,Other,Yes,0
7XDF7J3JHM,59,80183,236994,837,48,2,9.98,60,0.12,High School,Part-time,Married,No,Yes,Other,Yes,0
X4J75RPWGN,49,135881,161835,678,92,3,10.91,60,0.25,Master's,Unemployed,Single,No,Yes,Home,No,0
DDQ2GY7V9F,47,132166,235905,770,72,3,9.56,12,0.18,Bachelor's,Unemployed,Divorced,No,Yes,Education,No,0
15KYYUSUNS,59,72191,176440,767,5,2,6.5,60,0.21,PhD,Part-time,Married,Yes,No,Other,No,0
SN6IGEU9ZS,32,28825,148953,580,104,1,16.42,60,0.7,PhD,Full-time,Married,No,Yes,Home,No,0
1ZHDKI2186,59,18148,57494,314,25,1,19.64,36,0.1,High School,Self-employed,Divorced,No,No,Business,Yes,0
EPFDASM13D,29,89382,220675,804,102,4,11.28,48,0.87,High School,Part-time,Married,Yes,Yes,Home,Yes,0
OY87I24HWU,50,58970,197265,598,18,2,10.86,24,0.24,Bachelor's,Self-employed,Divorced,Yes,No,Education,Yes,0
L398011B1I,18,16397,221761,477,97,4,16.64,48,0.61,PhD,Full-time,Married,Yes,Yes,Home,No,0
EVSXDK7B57,56,35647,226957,473,112,1,15.64,36,0.54,Bachelor's,Unemployed,Married,Yes,Yes,Other,Yes,0
GOUJ74HVTI,35,61877,188747,772,95,2,20.69,24,0.18,Bachelor's,Unemployed,Divorced,Yes,No,Home,No,0
1317Z2PMRT,22,53962,129730,424,43,1,19.55,36,0.16,Bachelor's,Unemployed,Divorced,Yes,Yes,Home,No,0
2ASOTBRGR0,33,136561,79888,360,97,3,10.14,12,0.53,High School,Self-employed,Single,No,No,Education,Yes,0
TOA4D51PFW,52,95102,15041,787,69,2,6.79,60,0.3,Bachelor's,Unemployed,Single,No,No,Other,No,0
O64AKLL026,42,31724,43548,749,85,3,21.41,48,0.53,Bachelor's,Unemployed,Divorced,No,No,Business,No,0
IECTRCUCUU,24,31582,104949,447,108,3,23.69,48,0.81,High School,Full-time,Divorced,No,No,Other,Yes,0
1Z48AB88SL,51,87472,53445,531,56,1,22.08,48,0.74,High School,Part-time,Married,No,Yes,Other,No,0
RMC7VZGRWR,59,69804,79186,381,112,2,22.55,48,0.67,High School,Self-employed,Divorced,Yes,Yes,Other,No,0
ORU6OFQA0W,67,116875,219295,779,33,2,7.18,48,0.72,Bachelor's,Self-employed,Single,Yes,Yes,Business,Yes,0
W3TYUQL7MH,56,84260,105649,484,115,3,21.95,36,0.49,High School,Unemployed,Single,Yes,Yes,Other,Yes,0
8DC1VJ09SP,55,35556,198044,607,89,2,4.24,48,0.6,Master's,Part-time,Married,No,No,Business,Yes,0
G5GVBTRR11,46,41013,78324,521,14,3,8.26,36,0.4,Bachelor's,Full-time,Married,No,Yes,Other,Yes,0
4BNS6NSXZ5,40,38480,244892,613,9,3,11.35,12,0.83,Bachelor's,Unemployed,Married,No,No,Auto,No,0
S1HUZY40L9,45,33660,184941,599,33,4,13.9,36,0.56,High School,Part-time,Divorced,Yes,No,Other,No,0
4X16P27CMU,35,81050,140210,333,36,1,4.51,24,0.2,Bachelor's,Full-time,Married,Yes,No,Education,Yes,0
1L6IB24JPG,19,147845,185179,346,80,4,12.95,12,0.52,High School,Part-time,Single,No,No,Other,Yes,0
8PIWGYNB3R,65,116823,77530,820,100,3,7.58,36,0.34,Bachelor's,Part-time,Divorced,Yes,No,Education,No,0
80OTYQO60U,36,45154,54617,831,34,4,5.54,60,0.79,PhD,Self-employed,Divorced,No,Yes,Other,No,0
715LGG3OFN,52,109254,19267,529,30,2,3.66,48,0.73,Bachelor's,Self-employed,Married,No,No,Other,Yes,0
YJTVQ0XNBT,46,88454,31266,635,57,2,17.76,48,0.55,PhD,Unemployed,Married,Yes,Yes,Other,No,0
KSFRPJYWDN,33,146459,235119,344,39,3,9.4,24,0.61,Master's,Full-time,Single,Yes,No,Other,No,0
BLZTYPQWR9,68,148016,23404,787,14,3,3.55,36,0.23,Bachelor's,Full-time,Married,Yes,Yes,Other,Yes,0
FG5RIYCL6J,26,118635,26192,335,73,1,10.29,12,0.57,High School,Self-employed,Married,No,No,Home,Yes,0
C52IH859Y4,43,85906,136109,794,22,4,14.52,36,0.3,High School,Self-employed,Single,Yes,No,Home,Yes,0
FF4EO5R0LY,47,59685,57540,765,101,3,4.46,36,0.31,Bachelor's,Part-time,Single,Yes,No,Home,No,0
JRQYDOLPIJ,19,42187,36293,694,79,4,18.94,60,0.24,Bachelor's,Full-time,Divorced,Yes,No,Auto,No,0
RMR0O9UJ97,19,131402,14457,392,70,1,9.51,60,0.13,Master's,Unemployed,Married,Yes,No,Other,Yes,1
4BHZVBM4W3,19,99670,218162,841,111,2,15.89,60,0.59,Bachelor's,Self-employed,Married,No,No,Auto,Yes,0
4MRU44OQ69,24,21699,57072,673,36,4,2.71,36,0.11,Master's,Self-employed,Single,No,No,Business,No,0
HEV4N3NDK7,59,134367,113571,764,98,2,16.47,60,0.16,High School,Unemployed,Divorced,Yes,Yes,Home,No,0
W1GF18A3RK,46,144850,144803,683,77,3,24.76,60,0.35,PhD,Self-employed,Divorced,Yes,Yes,Education,Yes,0
7S9LM7CMDB,66,65597,90592,333,56,4,3.97,24,0.83,High School,Full-time,Divorced,Yes,No,Business,No,0
QIWH1VJGTW,65,18581,109142,636,116,2,22.74,60,0.49,PhD,Part-time,Divorced,No,Yes,Auto,Yes,0
TB997RNK16,57,132586,106512,697,50,4,22.38,24,0.33,High School,Self-employed,Married,No,No,Other,No,0
E2GTTKMLJV,24,22501,244711,744,76,4,23.18,12,0.2,High School,Full-time,Divorced,Yes,Yes,Other,Yes,0
LATPRGQZQY,37,129891,222979,603,26,2,13.44,36,0.57,Bachelor's,Unemployed,Married,Yes,Yes,Home,Yes,0
CDR36N5872,38,40133,233771,609,16,1,18.74,24,0.74,PhD,Full-time,Married,Yes,Yes,Home,No,0
YMWWBG07UY,26,111041,74520,801,91,2,18.31,24,0.23,Bachelor's,Unemployed,Married,Yes,Yes,Home,Yes,0
